"folder"	"A2"	"B2"	"Z"	"o"	"h2"	"cf"	"cm"	"dsm"	"df"	"dm"	"alpha"	"recomb"	"recomb"	"a"	"b"	"v"	"gen"	"printgen"	"range1"	"range2"	"inc1"	"inc2"	"pert"	"pertamt"	"pertgen"	"Zoff"	"dA2"	"sfert"
31100010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31100011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31100100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31100101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31100110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31100111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31101000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31101001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31101010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31101011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31101100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31101101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31101110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31101111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31110000	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31110001	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31110010	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31110011	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31110100	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31110101	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31110110	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31110111	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31111000	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31111001	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31111010	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31111011	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31111100	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31111101	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31111110	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31111111	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
31200000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31200001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31200010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31200011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31200100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31200101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31200110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31200111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31201000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31201001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31201010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31201011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31201100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31201101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31201110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31201111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31210000	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31210001	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31210010	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31210011	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31210100	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31210101	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31210110	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31210111	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31211000	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31211001	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31211010	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31211011	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31211100	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31211101	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31211110	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31211111	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	2	0.001	0
31300000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31300001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31300010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31300011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31300100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31300101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31300110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31300111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31301000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31301001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31301010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31301011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31301100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31301101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31301110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31301111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31310000	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31310001	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31310010	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31310011	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31310100	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31310101	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31310110	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31310111	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31311000	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31311001	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31311010	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31311011	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31311100	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31311101	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31311110	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
31311111	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	3	0.001	0
32000000	1	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32000001	1	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32000010	1	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32000011	1	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32000100	1	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32000101	1	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32000110	1	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32000111	1	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32001000	1	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32001001	1	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32001010	1	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32001011	1	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32001100	1	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32001101	1	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32001110	1	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32001111	1	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32010000	1	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32010001	1	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32010010	1	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32010011	1	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32010100	1	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32010101	1	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32010110	1	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32010111	1	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32011000	1	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32011001	1	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32011010	1	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32011011	1	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32011100	1	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32011101	1	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32011110	1	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32011111	1	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	0	0.001	0
32100000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32100001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32100010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32100011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32100100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32100101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32100110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32100111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32101000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32101001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32101010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32101011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32101100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32101101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32101110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32101111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32110000	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32110001	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32110010	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32110011	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32110100	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32110101	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
32110110	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7E-05	0.3	100000	5000	0.1	4	10	10	1	0.001	10000	1	0.001	0
