308	1000
292	1000000
292	1000001
292	1000010
292	1000011
292	1000100
292	1000101
292	1000110
292	1000111
292	1001
292	1001000
292	1001001
292	1001010
292	1001011
292	1001100
292	1001101
292	1001110
292	1001111
292	1010000
292	1010001
292	1010010
292	1010011
292	1010100
292	1010101
292	1010110
292	1010111
292	1011000
292	1011001
292	1011010
292	1011011
292	1011100
292	1011101
292	1011110
292	1011111
3848	11
292	1100000
292	1100001
292	1100010
292	1100011
292	1100100
292	1100101
292	1100110
292	1100111
292	1101000
292	1101001
292	1101010
292	1101011
292	1101100
292	1101101
292	1101110
292	1101111
292	1110000
292	1110001
292	1110010
292	1110011
292	1110100
292	1110101
292	1110110
292	1110111
292	1111000
292	1111001
292	1111010
292	1111011
292	1111100
292	1111101
292	1111110
292	1111111
292	1200000
292	12000000
292	1200001
292	1200010
292	1200011
292	1200100
292	1200101
292	1200110
292	1200111
292	1201000
292	1201001
292	1201010
292	1201011
292	1201100
292	1201101
292	1201110
292	1201111
292	1210000
292	12100000
292	1210001
292	1210010
292	1210011
292	1210100
292	1210101
292	1210110
292	1210111
292	1211000
292	1211001
292	1211010
292	1211011
292	1211100
292	1211101
292	1211110
292	1211111
292	12300000
292	1300000
292	1300001
292	1300010
292	1300011
292	1300100
292	1300101
292	1300110
292	1300111
292	1301000
292	1301001
292	1301010
292	1301011
292	1301100
292	1301101
292	1301110
292	1301111
292	1310000
292	1310001
292	1310010
292	1310011
292	1310100
292	1310101
292	1310110
292	1310111
292	1311000
292	1311001
292	1311010
292	1311011
292	1311100
292	1311101
292	1311110
292	1311111
3848	154000000
3848	154100000
3848	154200000
3848	154300000
3848	155000000
3848	155100000
3848	155200000
3848	155300000
3852	184000000
3848	184100000
3848	184200000
3848	184300000
3848	185000000
3848	185100000
3848	185200000
3848	185300000
292	2000000
292	2000001
292	2000010
292	2000011
292	2000100
292	2000101
292	2000110
292	2000111
292	2001000
292	2001001
292	2001010
292	2001011
292	2001100
292	2001101
292	2001110
292	2001111
292	2010000
292	2010001
292	2010010
292	2010011
292	2010100
292	2010101
292	2010110
292	2010111
292	2011000
292	2011001
292	2011010
292	2011011
292	2011100
292	2011101
292	2011110
292	2011111
292	2100000
292	2100001
292	2100010
292	2100011
292	2100100
292	2100101
292	2100110
292	2100111
292	2101000
292	2101001
292	2101010
292	2101011
292	2101100
292	2101101
292	2101110
292	2101111
292	2110000
292	2110001
292	2110010
292	2110011
292	2110100
292	2110101
292	2110110
292	2110111
292	2111000
292	2111001
292	2111010
292	2111011
292	2111100
292	2111101
292	2111110
292	2111111
292	2200000
292	22000000
292	2200001
292	2200010
292	2200011
292	2200100
292	2200101
292	2200110
292	2200111
292	2201000
292	2201001
292	2201010
292	2201011
292	2201100
292	2201101
